,sedol,name,symbol,sector,country,weight,date
6526,BP3RBJ,Yunnan Yuntianhua Co. Ltd. Class A,,Materials,China,0.015462,2024-09-30
6527,BP3RBG,"Sichuan Road & Bridge Co., Ltd. Class A",,Industrials,China,0.0152099,2024-09-30
6528,BP3RBC,Liaoning Port Company Limited Class A,,Industrials,China,0.0104497,2024-09-30
6529,BP3R9Y,"COSCO SHIPPING Energy Transportation Co., Ltd. Class A",,Energy,China,0.0205145,2024-09-30
6530,BP3R9T,"Jiangsu Zhongtian Technology Co., Ltd. Class A",,Industrials,China,0.0196918,2024-09-30
6531,BP3R9L,"Shanghai Electric Power Co., Ltd. Class A",,Utilities,China,0.0101456,2024-09-30
6532,BP3R9J,Beijing Tiantan Biological Products Corporation Limited Class A,,Health Care,China,0.0185165,2024-09-30
6533,BP3R9D,"Shandong Nanshan Aluminium Co., Ltd. Class A",,Materials,China,0.0191021,2024-09-30
6534,BP3R9C,"Pingdingshan Tianan Coal Mining Co., Ltd. Class A",,Energy,China,0.0101096,2024-09-30
6535,BP3R9B,China National Medicines Corporation Ltd. Class A,,Health Care,China,0.00970987,2024-09-30
6536,BP3R98,"Zhejiang Juhua Co., Ltd. Class A",,Materials,China,0.0223948,2024-09-30
6537,BP3R94,China National Software & Service Company Limited Class A,,Information Technology,China,0.0132717,2024-09-30
6538,BP3R92,"Shanghai Zhangjiang Hi-Tech Park Development Co., Ltd. Class A",,Real Estate,China,0.0137696,2024-09-30
6539,BP3R8L,"Tiandi Science & Technology Co.,LTD Class A",,Industrials,China,0.0100509,2024-09-30
6540,BP3R82,Shanxi Xinghuacun Fen Wine Factory Co. Ltd. Class A,,Consumer Staples,China,0.0994666,2024-09-30
6541,BP3R7Z,"Zhangzhou Pientzehuang Pharmaceutical Co., Ltd. Class A",,Health Care,China,0.058089,2024-09-30
6542,BP3R7X,"Western Mining Co., Ltd. Class A",,Materials,China,0.0168382,2024-09-30
6543,BP3R7F,"Hisense Visual Technology Co., Ltd. Class A",,Consumer Discretionary,China,0.010882,2024-09-30
6544,BP3R7B,"Inner Mongolia Junzheng Energy & Chemical Group Co., Ltd. Class A",,Materials,China,0.0144264,2024-09-30
6545,BP3R79,"Shan Xi Hua Yang Group New Energy Co., Ltd. Class A",,Energy,China,0.0113814,2024-09-30
6546,BP3R78,Zhejiang China Commodities City Group Co. Ltd. Class A,,Consumer Discretionary,China,0.0197131,2024-09-30
6547,BP3R71,"Humanwell Healthcare (Group) Co.,Ltd. Class A",,Health Care,China,0.0128224,2024-09-30
6548,BP3R70,"Yunnan Chihong Zinc & Germanium Co., Ltd. Class A",,Materials,China,0.0108664,2024-09-30
6549,BP3R6Z,Soochow Securities Co Ltd Class A,,Financials,China,0.0155833,2024-09-30
6550,BP3R6T,Avicopter Plc Class A,,Industrials,China,0.0127411,2024-09-30
6551,BP3R6R,"Youngor Fashion Co., Ltd. Class A",,Real Estate,China,0.0139149,2024-09-30
6552,BP3R6L,Xiamen C&D Inc. Class A,,Industrials,China,0.0112079,2024-09-30
6553,BP3R6K,"Fuyao Glass Industry Group Co., Ltd. Class A",,Consumer Discretionary,China,0.0434216,2024-09-30
6554,BP3R6G,China Southern Airlines Company Limited Class A,,Industrials,China,0.0273584,2024-09-30
6555,BP3R6F,Xiamen Tungsten Co. Ltd. Class A,,Materials,China,0.0110517,2024-09-30
6556,BP3R6D,"COSCO SHIPPING Development Co., Ltd. Class A",,Industrials,China,0.00973511,2024-09-30
6557,BP3R6C,Yonyou Network Technology Co. Ltd. Class A,,Information Technology,China,0.0146434,2024-09-30
6558,BP3R6B,Hundsun Technologies Inc. Class A,,Information Technology,China,0.0161355,2024-09-30
6559,BP3R68,"Shanxi Lu'An Environmental Energy Development Co., Ltd. Class A",,Energy,China,0.0196664,2024-09-30
6560,BP3R67,"China XD Electric Co., Ltd. Class A",,Industrials,China,0.01663,2024-09-30
6561,BP3R63,Huadian Power International Corp. Ltd. Class A,,Utilities,China,0.0189879,2024-09-30
6562,BP3R60,Dongfang Electric Corporation Limited Class A,,Industrials,China,0.0163461,2024-09-30
6563,BP3R5X,China Eastern Airlines Corporation Limited Class A,,Industrials,China,0.0263918,2024-09-30
6564,BP3R5V,"Shenergy Co., Ltd. Class A",,Utilities,China,0.0155688,2024-09-30
6565,BP3R5T,"Yutong Bus Co., Ltd. Class A",,Industrials,China,0.0217295,2024-09-30
6566,BP3R5S,Yankuang Energy Group Company Limited Class A,,Energy,China,0.0309174,2024-09-30
6567,BP3R5L,"Jinduicheng Molybdenum Co., Ltd. Class A",,Materials,China,0.014302,2024-09-30
6568,BP3R5K,"Zhejiang Chint Electrics Co., Ltd Class A",,Industrials,China,0.0182022,2024-09-30
6569,BP3R5F,"Jiangsu Phoenix Publishing & Media Corp., Ltd. Class A",,Communication Services,China,0.0113846,2024-09-30
6570,BP3R5D,"Shandong Gold Mining Co., Ltd. Class A",,Materials,China,0.0394335,2024-09-30
6571,BP3R5C,"Beijing TongRenTang Co., Ltd. Class A",,Health Care,China,0.0214862,2024-09-30
6572,BP3R5B,"China Industrial Securities Co., Ltd. Class A",,Financials,China,0.0219382,2024-09-30
6573,BP3R58,"Zhongjin Gold Corp., Ltd. Class A",,Materials,China,0.0274441,2024-09-30
6574,BP3R57,CMOC Group Limited Class A,,Materials,China,0.0572475,2024-09-30
6575,BP3R55,"COSCO SHIPPING Holdings Co., Ltd. Class A",,Industrials,China,0.0746723,2024-09-30
6576,BP3R54,"Jointown Pharmaceutical Group Co., Ltd. Class A",,Health Care,China,0.010781,2024-09-30
6577,BP3R52,"Bank of Nanjing Co., Ltd. Class A",,Financials,China,0.0421889,2024-09-30
6578,BP3R51,AECC Aviation Power Co Ltd Class A,,Industrials,China,0.0409962,2024-09-30
6579,BP3R4Z,Shanghai Pharmaceuticals Holding Co. Ltd. Class A,,Health Care,China,0.0219367,2024-09-30
6580,BP3R4Y,"Sichuan Chuantou Energy Co., Ltd. Class A",,Utilities,China,0.0342259,2024-09-30
6581,BP3R4W,Zhejiang Longsheng Group Co. Ltd. Class A,,Materials,China,0.0127482,2024-09-30
6582,BP3R4V,"Sinolink Securities Co., Ltd. Class A",,Financials,China,0.0135658,2024-09-30
6583,BP3R4T,Huayu Automotive Systems Company Limited Class A,,Consumer Discretionary,China,0.0210557,2024-09-30
6584,BP3R4R,Jiangxi Copper Company Limited Class A,,Materials,China,0.0188687,2024-09-30
6585,BP3R4Q,Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited Class A,,Health Care,China,0.0160557,2024-09-30
6586,BP3R4P,"Shanghai International Airport Co., Ltd. Class A",,Industrials,China,0.017806,2024-09-30
6587,BP3R4N,China CSSC Holdings Limited Class A,,Industrials,China,0.0695845,2024-09-30
6588,BP3R4M,"Power Construction Corporation of China, Ltd. Class A",,Industrials,China,0.0361886,2024-09-30
6589,BP3R4K,Metallurgical Corporation of China Ltd. Class A,,Industrials,China,0.0222102,2024-09-30
6590,BP3R4J,"China National Chemical Engineering Co., Ltd Class A",,Industrials,China,0.0187502,2024-09-30
6591,BP3R4H,"TBEA Co., Ltd. Class A",,Industrials,China,0.0275535,2024-09-30
6592,BP3R4G,Air China Limited Class A,,Industrials,China,0.0341596,2024-09-30
6593,BP3R4F,"Universal Scientific Industrial (Shanghai) Co., Ltd. Class A",,Information Technology,China,0.0109601,2024-09-30
6594,BP3R4D,Aluminum Corporation of China Limited Class A,,Materials,China,0.0438069,2024-09-30
6595,BP3R49,"Tsingtao Brewery Co., Ltd. Class A",,Consumer Staples,China,0.0206951,2024-09-30
6596,BP3R48,Inner Mongolia Baotou Steel Union Co. Ltd. Class A,,Materials,China,0.0292586,2024-09-30
6597,BP3R47,"Guangzhou Automobile Group Co., Ltd. Class A",,Consumer Discretionary,China,0.0162001,2024-09-30
6598,BP3R46,China Tourism Group Duty Free Corporation Limited Class A,,Consumer Discretionary,China,0.0561445,2024-09-30
6599,BP3R45,"Offshore Oil Engineering Co., Ltd. Class A",,Energy,China,0.00958479,2024-09-30
6600,BP3R44,"NARI Technology Co., Ltd. Class A",,Industrials,China,0.0827907,2024-09-30
6601,BP3R43,"SDIC Power Holdings Co., Ltd. Class A",,Utilities,China,0.0470624,2024-09-30
6602,BP3R41,"Founder Securities Co., Ltd. Class A",,Financials,China,0.0286393,2024-09-30
6603,BP3R40,"Zijin Mining Group Co., Ltd. Class A",,Materials,China,0.139116,2024-09-30
6604,92763W10,Vipshop Holdings Ltd Sponsored ADR,VIPS-US,Consumer Discretionary,China,0.254003,2024-09-30
6605,BP3R3W,"Datang International Power Generation Co., Ltd. Class A",,Utilities,China,0.0137134,2024-09-30
6606,BP3R3T,Shanghai Electric Group Company Limited Class A,,Industrials,China,0.0213067,2024-09-30
6607,BP3R3S,Wanhua Chemical Group Co. Ltd. Class A,,Materials,China,0.106798,2024-09-30
6608,BP3R3R,"Sanan Optoelectronics Co., Ltd. Class A",,Information Technology,China,0.0231546,2024-09-30
6609,BP3R3N,"Guanghui Energy Co., Ltd. Class A",,Energy,China,0.017584,2024-09-30
6610,BP3R3M,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd. Class A",,Health Care,China,0.0218546,2024-09-30
6611,BP3R3L,China Construction Bank Corporation Class A,,Financials,China,0.0283375,2024-09-30
6612,BP3R3J,"GD Power Development Co., Ltd Class A",,Utilities,China,0.0363396,2024-09-30
6613,BP3R3H,"Sany Heavy Industry Co., Ltd. Class A",,Industrials,China,0.0596755,2024-09-30
6614,BP3R3G,"Haier Smart Home Co., Ltd. Class A",,Consumer Discretionary,China,0.0755466,2024-09-30
6615,BP3R3F,"New China Life Insurance Co., Ltd. Class A",,Financials,China,0.0360584,2024-09-30
6616,BP3R3D,China Railway Group Limited Class A,,Industrials,China,0.0502734,2024-09-30
6617,BP3R3B,"Huatai Securities Co., Ltd. Class A",,Financials,China,0.0479242,2024-09-30
6618,BP3R37,"China Northern Rare Earth (Group) High-Tech Co., Ltd. Class A",,Materials,China,0.0277792,2024-09-30
6619,BP3R36,"Jiangsu Hengrui Pharmaceuticals Co., Ltd. Class A",,Health Care,China,0.124268,2024-09-30
6620,BP3R35,CRRC Corporation Limited Class A,,Industrials,China,0.0740337,2024-09-30
6621,BP3R33,"Poly Developments & Holdings Group Co., Ltd. Class A",,Real Estate,China,0.0491802,2024-09-30
6622,BP3R32,"Great Wall Motor Co., Ltd. Class A",,Consumer Discretionary,China,0.0281037,2024-09-30
6623,BP3R31,"Huaneng Power International, Inc. Class A",,Utilities,China,0.0263196,2024-09-30
6624,BP3R30,"China Merchants Securities Co., Ltd. Class A",,Financials,China,0.053743,2024-09-30
6625,BP3R2Z,Anhui Conch Cement Company Limited Class A,,Materials,China,0.0389437,2024-09-30
6626,BP3R2Y,"Baoshan Iron & Steel Co., Ltd. Class A",,Materials,China,0.0571803,2024-09-30
6627,BP3R2X,China United Network Communications Limited Class A,,Communication Services,China,0.0633714,2024-09-30
6628,BP3R2W,"Bank of Beijing Co., Ltd. Class A",,Financials,China,0.0459921,2024-09-30
6629,BP3R2V,"Inner Mongolia Yili Industrial Group Co., Ltd. Class A",,Consumer Staples,China,0.0689323,2024-09-30
6630,BP3R2T,"Hua Xia Bank Co., Limited Class A",,Financials,China,0.0367043,2024-09-30
6631,BP3R2S,"Haitong Securities Co., Ltd. Class A",,Financials,China,0.0315384,2024-09-30
6632,BP3R2Q,China State Construction Engineering Corp. Ltd. Class A,,Industrials,China,0.0958064,2024-09-30
6633,BP3R2P,"China Everbright Bank Co., Ltd. Class A",,Financials,China,0.0622284,2024-09-30
6634,BP3R2N,"Daqin Railway Co., Ltd. Class A",,Industrials,China,0.0463556,2024-09-30
6635,BP3R2M,"China Yangtze Power Co., Ltd. Class A",,Utilities,China,0.273874,2024-09-30
6636,BP3R2L,"Shanghai International Port (Group) Co., Ltd. Class A",,Industrials,China,0.0169122,2024-09-30
6637,BP3R2K,"China Pacific Insurance (Group) Co., Ltd. Class A",,Financials,China,0.0996913,2024-09-30
6638,BP3R2J,CITIC Securities Co. Ltd. Class A,,Financials,China,0.124067,2024-09-30
6639,BP3R2G,"Bank of Communications Co., Ltd. Class A",,Financials,China,0.10819,2024-09-30
6640,BP3R2F,"Kweichow Moutai Co., Ltd. Class A",,Consumer Staples,China,0.817907,2024-09-30
6641,BP3R2D,SAIC Motor Corporation Limited Class A,,Consumer Discretionary,China,0.0420523,2024-09-30
6642,BP3R2C,"China Minsheng Banking Corp., Ltd. Class A",,Financials,China,0.0531001,2024-09-30
6643,BP3R2B,"Shanghai Pudong Development Bank Co., Ltd. Class A",,Financials,China,0.110753,2024-09-30
6644,BP3R29,"Industrial Bank Co., Ltd. Class A",,Financials,China,0.149112,2024-09-30
6645,BP3R28,"Ping An Insurance (Group) Company of China, Ltd. Class A",,Financials,China,0.228867,2024-09-30
6646,BP3R27,"China Merchants Bank Co., Ltd. Class A",,Financials,China,0.288991,2024-09-30
6647,BP3R26,China Shenhua Energy Co. Ltd. Class A,,Energy,China,0.107127,2024-09-30
6648,BP3R25,China Life Insurance Co. Ltd. Class A,,Financials,China,0.0455041,2024-09-30
6649,BP3R24,China Petroleum & Chemical Corporation Class A,,Energy,China,0.0841364,2024-09-30
6650,BP3R23,Bank of China Limited Class A,,Financials,China,0.0654218,2024-09-30
6651,BP3R22,Agricultural Bank of China Limited Class A,,Financials,China,0.152208,2024-09-30
6652,BP3R21,Industrial and Commercial Bank of China Limited Class A,,Financials,China,0.144814,2024-09-30
6653,BP3R20,"PetroChina Co., Ltd. Class A",,Energy,China,0.0725363,2024-09-30
6654,BP3R1R,"Anhui Jianghuai Automobile Group Corp., Ltd. Class A",,Consumer Discretionary,China,0.0204026,2024-09-30
6655,BP3R1P,Wintime Energy Group Co. Ltd. Class A,,Utilities,China,0.0110894,2024-09-30
6656,B71SXC,"Haitong Securities Co., Ltd. Class H",6837-HK,Financials,China,0.0558414,2024-09-30
6657,BRTL41,"LONGi Green Energy Technology Co., Ltd. Class A",,Information Technology,China,0.0495663,2024-09-30
6658,BS7K37,"Huaibei Mining Holdings Co., Ltd. Class A",,Materials,China,0.0180674,2024-09-30
6659,BS7K3D,"Changzhou Xingyu Automotive Lighting Systems Co., Ltd Class A",,Consumer Discretionary,China,0.0157136,2024-09-30
6660,BS7K3K,"Zhejiang Zheneng Electric Power Co., Ltd. Class A",,Utilities,China,0.0280108,2024-09-30
6661,BS7K3N,"HUBEI JUMPCAN PHARMACEUTICAL CO., LTD Class A",,Health Care,China,0.0107539,2024-09-30
6662,BS7K3T,HLA Group Corp. Ltd. Class A,,Consumer Discretionary,China,0.0135602,2024-09-30
6663,BS7K5P,"Shaanxi Coal Industry Co., Ltd. Class A",,Energy,China,0.099597,2024-09-30
6664,BYW5N8,"Autobio Diagnostics Co., Ltd. Class A",,Health Care,China,0.0104226,2024-09-30
6665,BYW5QJ,"YTO Express Group Co.,Ltd. Class A",,Industrials,China,0.0229068,2024-09-30
6666,BZ0D28,"Shanghai M&G Stationery, Inc.",,Industrials,China,0.0121849,2024-09-30
6667,BWGCFG,"Fuyao Glass Industry Group Co., Ltd. Class H",3606-HK,Consumer Discretionary,China,0.177332,2024-09-30
6668,BZ169C,China International Capital Corp. Ltd. Class H,3908-HK,Financials,China,0.118411,2024-09-30
6669,BZ0D1S,"Chifeng Jilong Gold Mining Co., Ltd. Class A",,Materials,China,0.0125009,2024-09-30
6670,BZ0D1W,"Spring Airlines Co., Ltd. Class A",,Industrials,China,0.0225292,2024-09-30
6671,BZ0D1Y,Everbright Securities Company Limited Class A,,Financials,China,0.0280121,2024-09-30
6672,BZ0D00,Orient Securities Company Limited Class A,,Financials,China,0.0309107,2024-09-30
6673,BMZ1C8,"ZTO Express (Cayman), Inc. Class A",2057-HK,Industrials,China,0.465415,2024-09-30
6674,BYW5MY,"Bank of Jiangsu Co., Ltd. Class A",,Financials,China,0.0574184,2024-09-30
6675,BD9Q2J,Genscript Biotech Corporation,1548-HK,Health Care,China,0.0912471,2024-09-30
6676,BYZW44,"Zhejiang Dingli Machinery Co., Ltd. Class A",,Industrials,China,0.0111767,2024-09-30
6677,BYZW4G,"Zhejiang Weiming Environment Protection Co., Ltd. Class A",,Industrials,China,0.0138102,2024-09-30
6678,BYQDNL,"Anhui Kouzi Distillery Co., Ltd. Class A",,Consumer Staples,China,0.0107163,2024-09-30
6679,BYQDNJ,China National Nuclear Power Co. Ltd. Class A,,Utilities,China,0.0784254,2024-09-30
6680,BYQDMZ,"Guotai Haitong Securities Co., Ltd. Class A",,Financials,China,0.0411312,2024-09-30
6681,BYQDMP,"Juneyao Airlines Co., Ltd. Class A",,Industrials,China,0.0112321,2024-09-30
6682,BYQDM3,"Nanjing Iron & Steel Co., Ltd. Class A",,Materials,China,0.0111374,2024-09-30
6683,BYQDMD,"Dongxing Securities Co., Ltd.",,Financials,China,0.0131841,2024-09-30
6684,BYQDMF,"Ningbo Tuopu Group Co., Ltd. Class A",,Consumer Discretionary,China,0.0290519,2024-09-30
6685,BZ76QG,JCHX MINING MANAGEMENT CO LTD Class A,,Materials,China,0.0115184,2024-09-30
6686,BPLWPC,Ningbo Joyson Electronic Corp. Class A,,Consumer Discretionary,China,0.00905133,2024-09-30
6687,72230410,PDD Holdings Inc. Sponsored ADR Class A,PDD-US,Consumer Discretionary,China,4.06715,2024-09-30
6688,BYYFJJ,"ENN Natural Gas Co., Ltd. Class A",,Utilities,China,0.0197877,2024-09-30
6689,BYYFJR,"HANGZHOU FIRST APPLIED MATERIAL CO.,LTD. Class A",,Information Technology,China,0.0171603,2024-09-30
6690,BYYFJV,Yifeng Pharmacy Chain Co Ltd Class A,,Consumer Staples,China,0.0115252,2024-09-30
6691,BYYFJ7,"SDIC Capital Co., Ltd. Class A",,Financials,China,0.0195294,2024-09-30
6692,BK947Q,Shanghai Lingang Holdings Corp. Ltd. Class A,,Real Estate,China,0.010192,2024-09-30
6693,BD8GL1,"Postal Savings Bank of China Co., Ltd. Class H",1658-HK,Financials,China,0.206583,2024-09-30
6694,BYNGG2,China Resources Pharmaceutical Group Ltd.,3320-HK,Health Care,China,0.06336,2024-09-30
6695,BD5CPV,"Shenwan Hongyuan Group Co., Ltd. Class A",,Financials,China,0.0480149,2024-09-30
6696,BD5CCV,"Sunwoda Electronic Co., Ltd. Class A",,Industrials,China,0.0152324,2024-09-30
6697,BD5CPM,"China Merchants Shekou Industrial Zone Holdings Co., Ltd. Class A",,Real Estate,China,0.0413437,2024-09-30
6698,BD5CNT,GoerTek Inc. Class A,,Information Technology,China,0.0288548,2024-09-30
6699,BD5CM9,"Huadong Medicine Co., Ltd. Class A",,Health Care,China,0.0228644,2024-09-30
6700,BD5CP7,"Western Securities Co., Ltd. Class A",,Financials,China,0.0144674,2024-09-30
6701,BD5CMH,"37 Interactive Entertainment Network Technology Group Co., Ltd.",,Communication Services,China,0.0147874,2024-09-30
6702,BD5CM1,"Lepu Medical Technology (Beijing) Co., Ltd. Class A",,Health Care,China,0.00922548,2024-09-30
6703,BD5CCK,"Hangzhou Tigermed Consulting Co., Ltd. Class A",,Health Care,China,0.0095315,2024-09-30
6704,BD5CND,Focus Media Information Technology Co Ltd Class A,,Communication Services,China,0.0380327,2024-09-30
6705,BD5CHJ,"Shijiazhuang Yiling Pharmaceutical Co., Ltd. Class A",,Health Care,China,0.011214,2024-09-30
6706,BD5CQ0,"Weichai Power Co., Ltd. Class A",,Industrials,China,0.0400992,2024-09-30
6707,BD5C8C,"Accelink Technologies Co., Ltd. Class A",,Information Technology,China,0.00994269,2024-09-30
6708,BD5C7M,"Sieyuan Electric Co., Ltd. Class A",,Industrials,China,0.0213113,2024-09-30
6709,BD5CPH,Wanda Film Holding Co. Ltd. Class A,,Communication Services,China,0.0101391,2024-09-30
6710,BD5CDT,"Mango Excellent Media Co., Ltd. Class A",,Communication Services,China,0.01834,2024-09-30
6711,BD5CP2,TCL Technology Group Corporation Class A,,Information Technology,China,0.0320364,2024-09-30
6712,BD5CC9,"Shandong Sunpaper Co., Ltd. Class A",,Materials,China,0.0156972,2024-09-30
6713,BD5CM2,"XCMG Construction Machinery Co., Ltd. Class A",,Industrials,China,0.0341981,2024-09-30
6714,BD5CFP,"Beijing Oriental Yuhong Waterproof Technology Co., Ltd. Class A",,Materials,China,0.00625709,2024-09-30
6715,BD5CJ7,"Gotion High-tech Co., Ltd Class A",,Industrials,China,0.0154065,2024-09-30
6716,BD5CMM,Luzhou Laojiao Company Limited Class A,,Consumer Staples,China,0.0820787,2024-09-30
6717,BD5CPP,Midea Group Co. Ltd. Class A,,Consumer Discretionary,China,0.0988773,2024-09-30
6718,BD5C7Z,"Wus Printed Circuit (Kunshan) Co., Ltd. Class A",,Information Technology,China,0.028624,2024-09-30
6719,BD5CQ5,Goldwind Science & Technology Co. Ltd. Class A,,Industrials,China,0.0128819,2024-09-30
6720,BD5CL0,"Sichuan Kelun Pharmaceutical Co., Ltd. Class A",,Health Care,China,0.01909,2024-09-30
6721,BD5CLB,"IEIT SYSTEMS Co., Ltd.Class A",,Information Technology,China,0.0227562,2024-09-30
