,sedol,name,symbol,sector,country,weight,date
6265,BHQPSY,"Contemporary Amperex Technology Co., Limited Class A",,Industrials,China,0.367548,2024-08-30
6266,BHQK86,"Shenzhen Mindray Bio-Medical Electronics Co., Ltd. Class A",,Health Care,China,0.137824,2024-08-30
6267,BHQPSR,SG Micro Corp. Class A,,Information Technology,China,0.0154098,2024-08-30
6268,BHQPSB,"Sunresin New Materials Co., Ltd. Class A",,Materials,China,0.00919702,2024-08-30
6269,BMCZBW,Guolian Minsheng Securities Company Limited Class A,,Financials,China,0.0104605,2024-08-30
6270,BJLMPM,"Flat Glass Group Co., Ltd. Class A",,Information Technology,China,0.0145295,2024-08-30
6271,BJYKB7,Hansoh Pharmaceutical Group Company Limited,3692-HK,Health Care,China,0.162563,2024-08-30
6272,BK947V,"OmniVision Integrated Circuits Group, Inc. Class A",,Information Technology,China,0.0498864,2024-08-30
6273,BK9487,"Bank of Changsha Co., Ltd. Class A",,Financials,China,0.0131421,2024-08-30
6274,BKDQ7V,"Pangang Group Vanadium & Titanium Resources Co., Ltd. Class A",,Materials,China,0.00981619,2024-08-30
6275,BKDQ80,"Avary Holding (Shenzhen) Co., Ltd. Class A",,Information Technology,China,0.0376521,2024-08-30
6276,BKDQ81,"China Great Wall Securities Co., Ltd. Class A",,Financials,China,0.012343,2024-08-30
6277,BK4PYQ,"Hainan Airport Infrastructure Co., Ltd. Class A",,Real Estate,China,0.0163641,2024-08-30
6278,BK4XS1,Maxscend Microelectronics Company Limited Class A,,Information Technology,China,0.0160534,2024-08-30
6279,BK4XS9,"Ningxia Baofeng Energy Group Co., Ltd. Class A",,Materials,China,0.050622,2024-08-30
6280,BK96BF,China Zheshang Bank Co Ltd Class A,,Financials,China,0.0255842,2024-08-30
6281,BJRFW2,Topsports International Holdings Limited,6110-HK,Consumer Discretionary,China,0.0371554,2024-08-30
6282,BK0SBL,China Feihe Limited,6186-HK,Consumer Staples,China,0.104299,2024-08-30
6283,BK71F0,Western Superconducting Technologies Co Ltd Class A,,Materials,China,0.0105976,2024-08-30
6284,BK71BW,"Amlogic (Shanghai) Co., Ltd. Class A",,Information Technology,China,0.0103051,2024-08-30
6285,BK71F7,"Montage Technology Co., Ltd. Class A",,Information Technology,China,0.0272289,2024-08-30
6286,BK71BV,Shanghai BOCHU Electronic Technology Corporation Limited Class A,,Information Technology,China,0.0150567,2024-08-30
6287,BK71F6,Advanced Micro-Fabrication Equipment Inc. China Class A,,Information Technology,China,0.0379554,2024-08-30
6288,BK7176,Bank of Suzhou Co Ltd Class A,,Financials,China,0.0116502,2024-08-30
6289,BK71F8,China Railway Signal & Communication Corporation Ltd Class A,,Information Technology,China,0.0169323,2024-08-30
6290,BK6YZP,Alibaba Group Holding Limited,9988-HK,Consumer Discretionary,China,8.70673,2024-08-30
6291,BKM3FP,Ningbo Orient Wires & Cables Co Ltd Class A,,Industrials,China,0.0150149,2024-08-30
6292,BL5P4J,"Suzhou TFC Optical Communication Co., Ltd. Class A",,Information Technology,China,0.0192416,2024-08-30
6293,BL61W9,"Suzhou Maxwell Technologies Co., Ltd. Class A",,Information Technology,China,0.0103368,2024-08-30
6294,BL61WD,"CSPC Innovation Pharmaceutical Co., Ltd. Class A",,Health Care,China,0.0154352,2024-08-30
6295,BL4P3T,"Citic Pacific Special Steel Group Co., Ltd. Class A",,Materials,China,0.0175841,2024-08-30
6296,BL61XF,"Postal Savings Bank of China Co., Ltd. Class A",,Financials,China,0.0623403,2024-08-30
6297,BLFJ7Y,"Akeso, Inc.",9926-HK,Health Care,China,0.204247,2024-08-30
6298,BMXTYM,"Shanghai Aiko Solar Energy Co., Ltd. Class A",,Information Technology,China,0.00673071,2024-08-30
6299,BM93SF,Netease Inc,9999-HK,Communication Services,China,1.69518,2024-08-30
6300,BMXTWL,Zhongtai Securities Co Ltd Class A,,Financials,China,0.0184142,2024-08-30
6301,BMXTX2,Shenzhen New Industries Biomedical Engineering Co. Ltd. Class A,,Health Care,China,0.0238141,2024-08-30
6302,BMXTWX,Beijing Wantai Biological Pharmacy Enterprise Co. Ltd. Class A,,Health Care,China,0.0340128,2024-08-30
6303,48249710,"KE Holdings, Inc. Sponsored ADR Class A",BEKE-US,Real Estate,China,0.521046,2024-08-30
6304,BL58M7,"Beijing-Shanghai High-Speed Railway Co., Ltd. Class A",,Industrials,China,0.120858,2024-08-30
6305,BL58M8,"Goneo Group Co., Ltd.Class A",,Industrials,China,0.0198513,2024-08-30
6306,BL58MB,"Rockchip Electronics Co., Ltd. Class A",,Information Technology,China,0.010146,2024-08-30
6307,BL58R3,StarPower Semiconductor Ltd. Class A,,Information Technology,China,0.00832658,2024-08-30
6308,BL6D35,"BOC International (China) Co., Ltd. Class A",,Financials,China,0.0112314,2024-08-30
6309,BKPQZT,"JD.com, Inc. Class A",9618-HK,Consumer Discretionary,China,1.71185,2024-08-30
6310,BMVB50,"JA Solar Technology Co., Ltd. Class A",,Information Technology,China,0.014836,2024-08-30
6311,BMVB2H,"Yongxing Special Materials Technology Co., Ltd. Class A",,Materials,China,0.00793883,2024-08-30
6312,BMX09H,"Hygeia Healthcare Holdings Co., Ltd.",6078-HK,Health Care,China,0.0509195,2024-08-30
6313,BKWGSQ,Smoore International Holdings Limited,6969-HK,Consumer Staples,China,0.114242,2024-08-30
6314,BN4MKV,"New Oriental Education & Technology Group, Inc.",9901-HK,Consumer Discretionary,China,0.480478,2024-08-30
6315,BMYPCF,China International Capital Corp. Ltd. Class A,,Financials,China,0.0315703,2024-08-30
6316,BMW8R0,"JD Health International, Inc.",6618-HK,Consumer Staples,China,0.18041,2024-08-30
6317,BMXWXT,China Resources Mixc Lifestyle Services Ltd.,1209-HK,Real Estate,China,0.12172,2024-08-30
6318,BN6PP3,Pop Mart International Group Limited,9992-HK,Consumer Discretionary,China,0.147909,2024-08-30
6319,BP91N4,"Yunnan Botanee Bio-Technology Group Co., Ltd. Class A",,Consumer Staples,China,0.00807343,2024-08-30
6320,BMQBT8,"Tianshan Aluminum Group Co., Ltd. Class A",,Materials,China,0.0143586,2024-08-30
6321,BMQBTQ,"Ginlong Technologies Co., Ltd. Class A",,Industrials,China,0.0108283,2024-08-30
6322,BMQBTV,Yihai Kerry Arawana Holdings Co. Ltd. Class A,,Consumer Staples,China,0.0190713,2024-08-30
6323,BLD4QD,"Haier Smart Home Co., Ltd. Class H",6690-HK,Consumer Discretionary,China,0.401061,2024-08-30
6324,BLC90T,Kuaishou Technology Class B,1024-HK,Communication Services,China,0.644873,2024-08-30
6325,BLF853,Bilibili Inc. Class Z,9626-HK,Communication Services,China,0.181146,2024-08-30
6326,BNYK8H,Trip.com Group Ltd.,9961-HK,Consumer Discretionary,China,1.39547,2024-08-30
6327,48553T10,Kanzhun Ltd. Sponsored ADR,BZ-US,Communication Services,China,0.17529,2024-08-30
6328,BNR4NR,National Silicon Industry Group Co. Ltd. Class A,,Information Technology,China,0.0182913,2024-08-30
6329,BNR4NT,Beijing Roborock Technology Co. Ltd. Class A,,Consumer Discretionary,China,0.0188883,2024-08-30
6330,BNR4MR,"Anker Innovations Technology Co., Ltd. Class A",,Information Technology,China,0.0151062,2024-08-30
6331,BNR4NQ,Beijing Kingsoft Office Software. Inc. Class A,,Information Technology,China,0.0381398,2024-08-30
6332,BNR4MY,"IMEIK Technology Development Co., Ltd. Class A",,Health Care,China,0.0199017,2024-08-30
6333,BNR4M3,"Sinomine Resource Group Co., Ltd. Class A",,Materials,China,0.00937778,2024-08-30
6334,BNR4NP,"Shenzhen Transsion Holding Co., Ltd. Class A",,Information Technology,China,0.0409443,2024-08-30
6335,BP6FB3,"XPeng, Inc. Class A",9868-HK,Consumer Discretionary,China,0.26946,2024-08-30
6336,BMC2K9,Jiangsu Pacific Quartz Co Ltd Class A,,Information Technology,China,0.00601775,2024-08-30
6337,BMW5M0,"Li Auto, Inc. Class A",2015-HK,Consumer Discretionary,China,0.669071,2024-08-30
6338,BMYR71,"Zhuzhou CRRC Times Electric Co., Ltd. Class A",,Industrials,China,0.0152413,2024-08-30
6339,BP2DDJ,China Energy Engineering Corp. Ltd. Class A,,Industrials,China,0.0313073,2024-08-30
6340,BP91NT,Bloomage Biotechnology Corp. Ltd. Class A,,Health Care,China,0.0109815,2024-08-30
6341,BP91P3,"China Three Gorges Renewables (Group) Co., Ltd. Class A",,Utilities,China,0.0592847,2024-08-30
6342,BP91MT,"CNGR Advanced Material Co., Ltd. Class A",,Materials,China,0.0122835,2024-08-30
6343,BP91ND,Aima Technology Group Co. Ltd. Class A,,Consumer Discretionary,China,0.0114973,2024-08-30
6344,BP91P0,Trina Solar Ltd Class A,,Information Technology,China,0.0170295,2024-08-30
6345,BP91NG,"Ningbo Deye Technology Co., Ltd. Class A",,Industrials,China,0.0262267,2024-08-30
6346,BP91NL,Eastroc Beverage (Group) Co. Ltd. Class A,,Consumer Staples,China,0.0344387,2024-08-30
6347,BP91NW,China Resources Microelectronics Ltd. Class A,,Information Technology,China,0.0208219,2024-08-30
6348,BQ3RQ4,Zangge Mining Company Limited Class A,,Materials,China,0.0172349,2024-08-30
6349,BQ3RWZ,Shanghai Rural Commercial Bank Co Ltd Class A,,Financials,China,0.0288508,2024-08-30
6350,BQ3RXP,"SUPCON Technology Co., Ltd. Class A",,Information Technology,China,0.014117,2024-08-30
6351,BQKNM3,MINISO Group Holding Ltd.,9896-HK,Consumer Discretionary,China,0.0856028,2024-08-30
6352,BLB6P5,China Tourism Group Duty Free Corporation Limited Class H,1880-HK,Consumer Discretionary,China,0.0347166,2024-08-30
6353,BJLVDM,"Zhejiang Leapmotor Technology Co., Ltd. Class H",9863-HK,Consumer Discretionary,China,0.0743046,2024-08-30
6354,BNNJRV,Giant Biogene Holding Co. Ltd.,2367-HK,Consumer Staples,China,0.0845082,2024-08-30
6355,BLC7SL,"iSoftStone Information Technology (Group) Co., Ltd. Class A",,Information Technology,China,0.0146982,2024-08-30
6356,BNRLFT,Xinjiang Daqo New Energy Co. Ltd. Class A,,Information Technology,China,0.014672,2024-08-30
6357,BQZDHR,"MGI Tech Co., Ltd. Class A",,Health Care,China,0.0075449,2024-08-30
6358,BQZDHW,"Hygon Information Technology Co., Ltd. Class A",,Information Technology,China,0.0836375,2024-08-30
6359,BNHPCQ,Range Intelligent Computing Technology Group Company Limited Class A,,Information Technology,China,0.015519,2024-08-30
6360,BNHPMD,Cambricon Technologies Corp. Ltd. Class A,,Information Technology,China,0.0484684,2024-08-30
6361,BMF7PQ,"ACM Research (Shanghai), Inc. Class A",,Information Technology,China,0.0120439,2024-08-30
6362,BNHPPG,GalaxyCore Inc. Class A,,Information Technology,China,0.0108245,2024-08-30
6363,BMF7PB,"Cathay Biotech, Inc. Class A",,Materials,China,0.00954274,2024-08-30
6364,BNHPNF,"Everdisplay Optronics (Shanghai) Co., Ltd. Class A",,Information Technology,China,0.0110434,2024-08-30
6365,BNHPM6,"Jinko Solar Co., Ltd. Class A",,Information Technology,China,0.0271712,2024-08-30
6366,BNHSQB,"Empyrean Technology Co., Ltd. Class A",,Information Technology,China,0.0121255,2024-08-30
6367,BHWLWS,"Nanjing Securities Co., Ltd. Class A",,Financials,China,0.0126315,2024-08-30
6368,BHWLWH,"Hebei Yangyuan Zhihui Beverage Co., Ltd. Class A",,Consumer Staples,China,0.01064,2024-08-30
6369,BNDKP7,"Piotech, Inc. Class A",,Information Technology,China,0.016209,2024-08-30
6370,BNTXRT,Hwatsing Technology Co. Ltd. Class A,,Information Technology,China,0.0145169,2024-08-30
6371,BN4P5F,"Shanghai United Imaging Healthcare Co., Ltd. Class A",,Health Care,China,0.0394878,2024-08-30
6372,B297KM,China Railway Group Limited Class H,390-HK,Industrials,China,0.0960194,2024-09-30
6373,B1L2RC,Haitian International Holdings Limited,1882-HK,Industrials,China,0.0892728,2024-09-30
6374,52490G10,Legend Biotech Corp. Sponsored ADR,LEGN-US,Health Care,China,0.154057,2024-09-30
6375,B1Z7FX,Fosun International Limited,656-HK,Industrials,China,0.0684628,2024-09-30
6376,B633D9,Zhongsheng Group Holdings Ltd.,881-HK,Consumer Discretionary,China,0.0669957,2024-09-30
6377,B1DYPZ,"China Merchants Bank Co., Ltd. Class H",3968-HK,Financials,China,0.841448,2024-09-30
6378,B56KLY,Longfor Group Holdings Ltd.,960-HK,Real Estate,China,0.170798,2024-09-30
6379,B1HVJ1,China Communications Services Corp. Ltd. Class H,552-HK,Industrials,China,0.056315,2024-09-30
6380,B1H508,"Zhaojin Mining Industry Co., Ltd. Class H",1818-HK,Materials,China,0.116224,2024-09-30
6381,B0MP1B,Shenzhou International Group Holdings Limited,2313-HK,Consumer Discretionary,China,0.326264,2024-09-30
6382,BN320P,"China Vanke Co., Ltd Class H",2202-HK,Real Estate,China,0.0919494,2024-09-30
6383,B0BM5T,China State Construction International Holdings Limited,3311-HK,Industrials,China,0.136382,2024-09-30
6384,B01B1L,China Mengniu Dairy Company Limited,2319-HK,Consumer Staples,China,0.329302,2024-09-30
6385,98850P10,"Yum China Holdings, Inc.",YUMC-US,Consumer Discretionary,China,0.762655,2024-09-30
6386,B85LKS,AAC Technologies Holdings Inc.,2018-HK,Information Technology,China,0.128312,2024-09-30
6387,BGQYNN,Xinyi Solar Holdings Ltd.,968-HK,Information Technology,China,0.115673,2024-09-30
6388,B8RZJZ,People's Insurance Co. (Group) of China Ltd. Class H,1339-HK,Financials,China,0.181087,2024-09-30
6389,656099,China Oilfield Services Limited Class H,2883-HK,Energy,China,0.0724336,2024-09-30
6390,B2Q14Z,Want Want China Holdings Limited,151-HK,Consumer Staples,China,0.141127,2024-09-30
6391,BKT6GZ,"CGN Power Co., Ltd. Class A",,Utilities,China,0.0263728,2024-09-30
6392,B92NYF,"China Galaxy Securities Co., Ltd. Class H",6881-HK,Financials,China,0.142393,2024-09-30
6393,B0J2D4,"Baidu, Inc. Class A",9888-HK,Communication Services,China,1.347,2024-09-30
6394,B1YVKN,ANTA Sports Products Ltd.,2020-HK,Consumer Discretionary,China,0.673425,2024-09-30
6395,BZBY9R,C&D International Investment Group Ltd.,1908-HK,Real Estate,China,0.0665029,2024-09-30
6396,B43399,"Guangzhou Automobile Group Co., Ltd. Class H",2238-HK,Consumer Discretionary,China,0.047577,2024-09-30
6397,600030,Jiangxi Copper Company Limited Class H,358-HK,Materials,China,0.0982223,2024-09-30
6398,600550,Jiangsu Expressway Co. Ltd. Class H,177-HK,Industrials,China,0.0537938,2024-09-30
6399,601901,Inner Mongolia Yitai Coal Company Limited Class B,900948-CN,Energy,China,0.0989647,2024-09-30
6400,602669,"Anhui Gujing Distillery Co., Ltd. Class B",200596-CN,Consumer Staples,China,0.0798354,2024-09-30
6401,BMDMJ8,China Ruyi Holdings Limited,136-HK,Communication Services,China,0.079038,2024-09-30
6402,05278C10,Autohome Inc. Sponsored ADR Class A,ATHM-US,Communication Services,China,0.0944055,2024-09-30
6403,608039,Anhui Conch Cement Company Limited Class H,914-HK,Materials,China,0.1578,2024-09-30
6404,608169,Beijing Enterprises Holdings Limited,392-HK,Utilities,China,0.0785294,2024-09-30
6405,609967,"Huaneng Power International, Inc. Class H",902-HK,Utilities,China,0.11287,2024-09-30
6406,610989,Yankuang Energy Group Company Limited Class H,1171-HK,Energy,China,0.200244,2024-09-30
6407,613623,"Hengan International Group Co., Ltd.",1044-HK,Consumer Staples,China,0.0958153,2024-09-30
6408,619199,CSPC Pharmaceutical Group Limited,1093-HK,Health Care,China,0.280941,2024-09-30
6409,619215,China Overseas Land & Investment Limited,688-HK,Real Estate,China,0.341121,2024-09-30
6410,619376,China Resources Land Limited,1109-HK,Real Estate,China,0.514245,2024-09-30
6411,619615,CITIC Limited,267-HK,Industrials,China,0.298749,2024-09-30
6412,621808,Lenovo Group Limited,992-HK,Information Technology,China,0.478069,2024-09-30
6413,622657,"PetroChina Co., Ltd. Class H",857-HK,Energy,China,0.74823,2024-09-30
6414,626404,"China Taiping Insurance Holdings Co., Ltd.",966-HK,Financials,China,0.100516,2024-09-30
6415,B00XSF,Sino Biopharmaceutical Limited,1177-HK,Health Care,China,0.215632,2024-09-30
6416,629181,China Petroleum & Chemical Corporation Class H,386-HK,Energy,China,0.658879,2024-09-30
6417,632195,TravelSky Technology Ltd. Class H,696-HK,Consumer Discretionary,China,0.0603006,2024-09-30
6418,B3ZVDV,"Sinopharm Group Co., Ltd. Class H",1099-HK,Health Care,China,0.156114,2024-09-30
6419,633393,ENN Energy Holdings Limited,2688-HK,Utilities,China,0.265978,2024-09-30
6420,634007,KunLun Energy Co. Ltd.,135-HK,Utilities,China,0.174796,2024-09-30
6421,639193,Hisense Home Appliances Group Co. Ltd. Class H,921-HK,Consumer Discretionary,China,0.0559134,2024-09-30
6422,641613,"China Merchants Port Holdings Co., Ltd.",144-HK,Industrials,China,0.087211,2024-09-30
6423,642539,Aluminum Corporation of China Limited Class H,2600-HK,Materials,China,0.136335,2024-09-30
6424,BP3R8G,"China Merchants Energy Shipping Co., Ltd. Class A",,Energy,China,0.0243887,2024-09-30
6425,674395,"Weichai Power Co., Ltd. Class H",2338-HK,Industrials,China,0.156071,2024-09-30
6426,646079,China Gas Holdings Limited,384-HK,Utilities,China,0.109911,2024-09-30
6427,653182,Geely Automobile Holdings Limited,175-HK,Consumer Discretionary,China,0.411366,2024-09-30
6428,653551,China Resources Gas Group Limited,1193-HK,Utilities,China,0.162312,2024-09-30
6429,653665,BYD Company Limited Class H,1211-HK,Consumer Discretionary,China,1.65586,2024-09-30
6430,672879,MMG Ltd.,1208-HK,Materials,China,0.0657748,2024-09-30
6431,665911,Orient Overseas (International) Limited,316-HK,Industrials,China,0.0815595,2024-09-30
6432,678204,"COSCO SHIPPING Energy Transportation Co., Ltd. Class H",1138-HK,Energy,China,0.0686501,2024-09-30
6433,683542,"Shanghai Baosight Software Co., Ltd. Class B",900926-CN,Information Technology,China,0.0539362,2024-09-30
6434,690355,Tingyi (Cayman Islands) Holding Corp.,322-HK,Consumer Staples,China,0.123763,2024-09-30
6435,690580,"Tsingtao Brewery Co., Ltd. Class H",168-HK,Consumer Staples,China,0.211641,2024-09-30
6436,691316,Guangdong Investment Limited,270-HK,Utilities,China,0.0860663,2024-09-30
6437,B01YCG,Beijing Enterprises Water Group Limited,371-HK,Utilities,China,0.0543978,2024-09-30
6438,697245,China Resources Beer (Holdings) Co. Ltd.,291-HK,Consumer Staples,China,0.308489,2024-09-30
6439,699076,Zhejiang Expressway Co. Ltd. Class H,576-HK,Industrials,China,0.0481681,2024-09-30
6440,BP3R5R,"Hainan Airlines Holding Co., Ltd. Class A",,Industrials,China,0.0205876,2024-09-30
6441,44332N10,H World Group Limited Sponsored ADR,HTHT-US,Consumer Discretionary,China,0.329662,2024-09-30
6442,BFF1YZ,"Oppein Home Group, Inc. Class A",,Consumer Discretionary,China,0.0118176,2024-09-30
6443,BMGWW3,"Nongfu Spring Co., Ltd. Class H",9633-HK,Consumer Staples,China,0.38525,2024-09-30
6444,B1YBT0,"Sunny Optical Technology (Group) Co., Ltd.",2382-HK,Information Technology,China,0.228878,2024-09-30
6445,B27WRM,Kingsoft Corporation Ltd,3888-HK,Communication Services,China,0.154947,2024-09-30
6446,674234,Shandong Weigao Group Medical Polymer Co. Ltd. Class H,1066-HK,Health Care,China,0.0781893,2024-09-30
6447,670625,"PICC Property & Casualty Co., Ltd. Class H",2328-HK,Financials,China,0.444573,2024-09-30
6448,BJLWMG,Chongqing Rural Commercial Bank Co. Ltd. Class A,,Financials,China,0.0179199,2024-09-30
6449,B01FLR,"Ping An Insurance (Group) Company of China, Ltd. Class H",2318-HK,Financials,China,1.88025,2024-09-30
6450,BZ04KX,Yadea Group Holdings Ltd.,1585-HK,Consumer Discretionary,China,0.0947359,2024-09-30
6451,B01JCK,Li Ning Company Limited,2331-HK,Consumer Discretionary,China,0.256312,2024-09-30
6452,B0LMTQ,China Construction Bank Corporation Class H,939-HK,Financials,China,3.16293,2024-09-30
6453,BYZJV1,BOC Aviation Limited,2588-HK,Industrials,China,0.0748832,2024-09-30
6454,B02ZKQ,China Power International Development Ltd,2380-HK,Utilities,China,0.0898469,2024-09-30
6455,BMMV2K,Tencent Holdings Ltd,700-HK,Communication Services,China,16.2859,2024-09-30
6456,B09N7M,China Shenhua Energy Co. Ltd. Class H,1088-HK,Energy,China,0.662166,2024-09-30
6457,B15456,Bank of China Limited Class H,3988-HK,Financials,China,1.63079,2024-09-30
6458,B0Y91C,China National Building Material Co. Ltd. Class H,3323-HK,Materials,China,0.0871968,2024-09-30
6459,672529,"Zijin Mining Group Co., Ltd. Class H",2899-HK,Materials,China,0.562009,2024-09-30
6460,BWVFT0,"Huatai Securities Co., Ltd. Class H",6886-HK,Financials,China,0.0902899,2024-09-30
6461,B04KP8,ZTE Corporation Class H,763-HK,Information Technology,China,0.0849412,2024-09-30
6462,B0B8Z2,"Bank of Communications Co., Ltd. Class H",3328-HK,Financials,China,0.291802,2024-09-30
6463,BSBMM0,"CGN Power Co., Ltd. Class H",1816-HK,Utilities,China,0.177966,2024-09-30
6464,B0B8Z1,"COSCO SHIPPING Holdings Co., Ltd. Class H",1919-HK,Industrials,China,0.210052,2024-09-30
6465,BGN971,Haidilao International Holding Ltd.,6862-HK,Consumer Discretionary,China,0.178278,2024-09-30
6466,B57JY2,"China Minsheng Banking Corp., Ltd. Class H",1988-HK,Financials,China,0.118025,2024-09-30
6467,671156,China Resources Power Holdings Co. Ltd.,836-HK,Utilities,China,0.227098,2024-09-30
6468,670789,AviChina Industry & Technology Co. Ltd. Class H,2357-HK,Industrials,China,0.0528041,2024-09-30
6469,671897,China Life Insurance Co. Ltd. Class H,2628-HK,Financials,China,0.650143,2024-09-30
6470,671825,"Great Wall Motor Co., Ltd. Class H",2333-HK,Consumer Discretionary,China,0.188067,2024-09-30
6471,B1JNK8,China Coal Energy Co. Ltd. Class H,1898-HK,Energy,China,0.111408,2024-09-30
6472,B1G1QD,Industrial and Commercial Bank of China Limited Class H,1398-HK,Financials,China,1.80212,2024-09-30
6473,B1L3XL,"Zhuzhou CRRC Times Electric Co., Ltd. Class H",3898-HK,Industrials,China,0.0838635,2024-09-30
6474,B28XTR,GCL Technology Holdings Limited,3800-HK,Information Technology,China,0.168652,2024-09-30
6475,632758,"Kingdee International Software Group Co., Ltd.",268-HK,Information Technology,China,0.153438,2024-09-30
6476,BD6QWS,"Shenzhen YUTO Packaging Technology Co., Ltd. Class A",,Materials,China,0.00891452,2024-09-30
6477,B1VRCG,CMOC Group Limited Class H,3993-HK,Materials,China,0.159481,2024-09-30
6478,B1W0JF,China CITIC Bank Corporation Ltd Class H,998-HK,Financials,China,0.247734,2024-09-30
6479,B24FZ3,Bosideng International Holdings Limited,3998-HK,Consumer Discretionary,China,0.0959776,2024-09-30
6480,B296ZH,Sinotruk Hong Kong Ltd.,3808-HK,Industrials,China,0.0901526,2024-09-30
6481,BMXWM1,"Anjoy Foods Group Co., Ltd. Class A",,Consumer Staples,China,0.0108526,2024-09-30
6482,B29SHS,"BYD Electronic (International) Co., Ltd.",285-HK,Information Technology,China,0.143584,2024-09-30
6483,BGJW37,Meituan Class B,3690-HK,Consumer Discretionary,China,4.79425,2024-09-30
6484,BK4PZC,"Wingtech Technology Co., Ltd. Class A",,Information Technology,China,0.0151515,2024-09-30
6485,BFY8GV,"Shennan Circuit Co., Ltd. Class A",,Information Technology,China,0.0211994,2024-09-30
6486,87408010,TAL Education Group Sponsored ADR Class A,TAL-US,Consumer Discretionary,China,0.21209,2024-09-30
6487,BTFRHZ,"Jiangsu King's Luck Brewery Joint-stock Co., Ltd. Class A",,Consumer Staples,China,0.0240835,2024-09-30
6488,B2R2ZC,CRRC Corporation Limited Class H,1766-HK,Industrials,China,0.124204,2024-09-30
6489,B4Q2TX,China Longyuan Power Group Corporation Ltd Class H,916-HK,Utilities,China,0.124297,2024-09-30
6490,BRXVS6,Alibaba Health Information Technology Ltd.,241-HK,Consumer Staples,China,0.168543,2024-09-30
6491,B2Q5H5,"China Pacific Insurance (Group) Co., Ltd. Class H",2601-HK,Financials,China,0.412931,2024-09-30
6492,B5NRRJ,"China Everbright Bank Co., Ltd. Class H",6818-HK,Financials,China,0.0468065,2024-09-30
6493,BYP71J,China Literature Ltd.,772-HK,Communication Services,China,0.0743538,2024-09-30
6494,BNMBPD,"JD Logistics, Inc.",2618-HK,Industrials,China,0.155574,2024-09-30
6495,B60LZR,Agricultural Bank of China Limited Class H,1288-HK,Financials,China,0.566366,2024-09-30
6496,BD760S,"Ingenic Semiconductor Co., Ltd Class A",,Information Technology,China,0.0116451,2024-09-30
6497,BRB385,Hua Hong Semiconductor Ltd.,1347-HK,Information Technology,China,0.076548,2024-09-30
6498,B44ZV9,China Hongqiao Group Ltd.,1378-HK,Materials,China,0.206071,2024-09-30
6499,B63DLB,Far East Horizon Limited,3360-HK,Financials,China,0.0618682,2024-09-30
6500,BDZRFN,"CSC Financial Co., Ltd. Class A",,Financials,China,0.0433255,2024-09-30
6501,B4Q4CJ,Shanghai Pharmaceuticals Holding Co. Ltd. Class H,2607-HK,Health Care,China,0.0488896,2024-09-30
6502,BTFRHX,Foshan Haitian Flavouring and Food Company Ltd. Class A,,Consumer Staples,China,0.0831422,2024-09-30
6503,B6SPB4,CITIC Securities Co. Ltd. Class H,6030-HK,Financials,China,0.180702,2024-09-30
6504,BDF57C,"360 Security Technology, Inc. Class A",,Information Technology,China,0.0234479,2024-09-30
6505,B5730Z,"New China Life Insurance Co., Ltd. Class H",1336-HK,Financials,China,0.119229,2024-09-30
6506,B4R39F,Chow Tai Fook Jewellery Group Limited,1929-HK,Consumer Discretionary,China,0.0977668,2024-09-30
6507,BP3RJG,"Ningbo Sanxing Medical Electric Co., Ltd. Class A",,Industrials,China,0.0183397,2024-09-30
6508,BP3RH1,"Angel Yeast Co., Ltd. Class A",,Consumer Staples,China,0.0117842,2024-09-30
6509,BP3RGP,Jiangsu Yangnong Chemical Co. Ltd. Class A,,Materials,China,0.00939277,2024-09-30
6510,BP3RGF,"Tongkun Group Co., Ltd. Class A",,Materials,China,0.0121602,2024-09-30
6511,BP3RFY,"Sailun Group Co., Ltd. Class A",,Consumer Discretionary,China,0.0196451,2024-09-30
6512,BP3RFS,"Hengtong Optic-Electric Co., Ltd. Class A",,Information Technology,China,0.0155371,2024-09-30
6513,BP3RFJ,"Jiangsu Hengli Hydraulic Co., Ltd. Class A",,Industrials,China,0.0314641,2024-09-30
6514,BP3RDW,"China Jushi Co., Ltd. Class A",,Materials,China,0.0175353,2024-09-30
6515,BP3RDC,"Shandong Hualu-Hengsheng Chemical Co., Ltd. Class A",,Materials,China,0.0207136,2024-09-30
6516,BP3RCZ,Chongqing Brewery Co.Ltd Class A,,Consumer Staples,China,0.0126423,2024-09-30
6517,BP3RCV,"Hangzhou Silan Microelectronics Co., Ltd. Class A",,Information Technology,China,0.0140207,2024-09-30
6518,BP3RCQ,"JCET Group Co., Ltd. Class A",,Information Technology,China,0.0235483,2024-09-30
6519,BP3RCN,"Shanghai Baosight Software Co., Ltd. Class A",,Information Technology,China,0.0265493,2024-09-30
6520,BP3RCK,Tongwei Co. Ltd. Class A,,Information Technology,China,0.0382837,2024-09-30
6521,BP3RC9,"Shanxi Coal International Energy Group Co., Ltd. Class A",,Industrials,China,0.0103085,2024-09-30
6522,BP3RC3,"Shengyi Technology Co., Ltd. Class A",,Information Technology,China,0.0184075,2024-09-30
6523,BP3RBX,Sinoma International Engineering Co. Ltd. Class A,,Industrials,China,0.0113172,2024-09-30
6524,BP3RBS,Guangzhou Baiyun International Airport Company Limited Class A,,Industrials,China,0.0092211,2024-09-30
6525,BP3RBR,"Zhejiang Huahai Pharmaceutical Co., Ltd. Class A",,Health Care,China,0.0107028,2024-09-30
